ID,Colonia,Alcaldía,Latitud,Longitud,Puntos_de_acceso,Programa
7714,SAN BARTOLO EL CHICO,XOCHIMILCO,19.28193,-99.13291,1,Postes_C5
7715,SAN JOSE ZACATEPEC,XOCHIMILCO,19.23715,-99.12426,1,Postes_C5
7716,SANTA MARIA TEPEPAN,XOCHIMILCO,19.27892,-99.13444,1,Postes_C5
7717,DEL CARMEN 2163,XOCHIMILCO,19.25110,-99.02784,1,Postes_C5
7718,SAN SEBASTIAN,TLÁHUAC,19.25578,-99.00934,1,Postes_C5
7719,CALTONGO,XOCHIMILCO,19.25825,-99.07985,1,Postes_C5
7720,TIERRA NUEVA,XOCHIMILCO,19.26642,-99.11768,1,Postes_C5
7721,SAN LUCAS XOCHIMANCA 2447,XOCHIMILCO,19.25652,-99.10860,1,Postes_C5
7722,SANTIAGO TEPALCATLALPAN 2539,XOCHIMILCO,19.25316,-99.11620,1,Postes_C5
7723,GUADALUPE 2214,XOCHIMILCO,19.21840,-99.12170,1,Postes_C5
7724,SAN LUCAS XOCHIMANCA 2447,XOCHIMILCO,19.25600,-99.10743,1,Postes_C5
7726,LOS CERRILLOS 3,XOCHIMILCO,19.24516,-99.02090,1,Postes_C5
7727,LOS CERRILLOS 3,XOCHIMILCO,19.24834,-99.01907,1,Postes_C5
7728,LOS CERRILLOS 3,XOCHIMILCO,19.24569,-99.02037,1,Postes_C5
7729,SAN GREGORIO ATLAPULCO 2426,XOCHIMILCO,19.25284,-99.05618,1,Postes_C5
7730,SAN LORENZO LA CEBADA,XOCHIMILCO,19.27679,-99.11860,1,Postes_C5
7731,TLACHIULTEPEC,MILPA ALTA,19.20439,-99.10190,1,Postes_C5
7732,VALLE DE TEPEPAN,XOCHIMILCO,19.26839,-99.14150,1,Postes_C5
7733,SANTA MARIA TEPEPAN,XOCHIMILCO,19.27345,-99.13987,1,Postes_C5
7734,LA NORIA TEPEPAN,XOCHIMILCO,19.26852,-99.12737,1,Postes_C5
7735,SAN JOSE DE LA ESCALERA,GUSTAVO A. MADERO,19.52771,-99.16296,1,Postes_C5
7736,LA ESCALERA,GUSTAVO A. MADERO,19.51108,-99.13869,1,Postes_C5
7737,SAN SIMON TOLNAHUAC,CUAUHTÉMOC,19.45971,-99.14550,1,Postes_C5
7738,SAN SIMON TOLNAHUAC,CUAUHTÉMOC,19.46293,-99.14288,1,Postes_C5
7739,SAN SIMON TOLNAHUAC,CUAUHTÉMOC,19.46123,-99.14430,1,Postes_C5
7742,SANTA MARIA INSURGENTES,CUAUHTÉMOC,19.46139,-99.15281,1,Postes_C5
7743,SANTA MARIA INSURGENTES,CUAUHTÉMOC,19.46284,-99.14458,1,Postes_C5
7744,SANTA MARIA INSURGENTES,CUAUHTÉMOC,19.46102,-99.14638,1,Postes_C5
7745,SANTA MARIA INSURGENTES,CUAUHTÉMOC,19.46228,-99.14534,1,Postes_C5
7746,SANTA MARIA INSURGENTES,CUAUHTÉMOC,19.46270,-99.15078,1,Postes_C5
7747,ATLAMPA,CUAUHTÉMOC,19.45509,-99.15887,1,Postes_C5
7748,SANTA MARIA INSURGENTES,CUAUHTÉMOC,19.46158,-99.14928,1,Postes_C5
7749,NONOALCO TLATELOLCO,CUAUHTÉMOC,19.45405,-99.15135,1,Postes_C5
7750,GUERRERO,CUAUHTÉMOC,19.44672,-99.13898,1,Postes_C5
7751,GUERRERO,CUAUHTÉMOC,19.44619,-99.14222,1,Postes_C5
7752,EX HIPODROMO DE PERALVILLO,CUAUHTÉMOC,19.45540,-99.14026,1,Postes_C5
7753,NONOALCO TLATELOLCO,CUAUHTÉMOC,19.45265,-99.13981,1,Postes_C5
7754,NONOALCO TLATELOLCO,CUAUHTÉMOC,19.45209,-99.13673,1,Postes_C5
7755,EX HIPODROMO DE PERALVILLO,CUAUHTÉMOC,19.45691,-99.12815,1,Postes_C5
7757,VALLE GOMEZ,CUAUHTÉMOC,19.45671,-99.12454,1,Postes_C5
7758,VALLE GOMEZ,CUAUHTÉMOC,19.45680,-99.12704,1,Postes_C5
7759,EX HIPODROMO DE PERALVILLO,CUAUHTÉMOC,19.45617,-99.13065,1,Postes_C5
7761,VALLE GOMEZ,CUAUHTÉMOC,19.45839,-99.12345,1,Postes_C5
7764,ROMA NORTE,CUAUHTÉMOC,19.41587,-99.17004,1,Postes_C5
7765,HIPODROMO,CUAUHTÉMOC,19.41505,-99.16810,1,Postes_C5
7766,INDUSTRIAL VALLEJO,AZCAPOTZALCO,19.49486,-99.15916,1,Postes_C5
7767,HIPODROMO,CUAUHTÉMOC,19.40985,-99.17524,1,Postes_C5
7768,CIUDAD UNIVERSITARIA,COYOACÁN,19.31453,-99.17356,1,Postes_C5
7769,CIUDAD UNIVERSITARIA,COYOACÁN,19.31007,-99.17464,1,Postes_C5
7770,CIUDAD UNIVERSITARIA,COYOACÁN,19.30932,-99.17644,1,Postes_C5
7771,TORRES DEL MAUREL,COYOACÁN,19.30759,-99.18048,1,Postes_C5
7772,INSURGENTES CUICUILCO,COYOACÁN,19.31085,-99.18678,1,Postes_C5
7773,EX EJIDO DE LA MAGDALENA MIXIUHCA,IZTACALCO,19.39374,-99.08665,1,Postes_C5
7774,SAN PEDRO,IZTACALCO,19.39111,-99.13104,1,Postes_C5
7775,REFORMA IZTACCIHUATL NORTE,IZTACALCO,19.38611,-99.13106,1,Postes_C5
7776,LOS REYES,IZTACALCO,19.39791,-99.11958,1,Postes_C5
7777,SANTIAGO SUR 2535,IZTACALCO,19.38624,-99.12561,1,Postes_C5
7778,MILITAR MARTE,IZTACALCO,19.38186,-99.12835,1,Postes_C5
7779,AMPLIACION GABRIEL RAMOS MILLAN,IZTACALCO,19.38842,-99.09547,1,Postes_C5
7780,SAN JOSE ACULCO,IZTAPALAPA,19.37997,-99.09946,1,Postes_C5
7781,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,19.39179,-99.09908,1,Postes_C5
7782,EX EJIDO DE LA MAGDALENA MIXIUHCA,IZTACALCO,19.39236,-99.09024,1,Postes_C5
7785,EL RODEO,IZTACALCO,19.39115,-99.08628,1,Postes_C5
7786,AGRICOLA ORIENTAL,IZTACALCO,19.39901,-99.08276,1,Postes_C5
7787,AGRICOLA ORIENTAL,IZTACALCO,19.40085,-99.06409,1,Postes_C5
7788,AGRICOLA PANTITLAN,IZTACALCO,19.40336,-99.05790,1,Postes_C5
7790,GABRIEL RAMOS MILLAN,IZTACALCO,19.39264,-99.10166,1,Postes_C5
7791,JUVENTINO ROSAS,IZTACALCO,19.39008,-99.11238,1,Postes_C5
7792,GRANJAS MEXICO,IZTACALCO,19.40653,-99.09309,1,Postes_C5
7794,I.N.F.O.N.A.V.I.T. IZTACALCO,IZTACALCO,19.38032,-99.10144,1,Postes_C5
7795,MILITAR MARTE,IZTACALCO,19.38356,-99.12924,1,Postes_C5
7796,VIADUCTO PIEDAD,IZTACALCO,19.40116,-99.12910,1,Postes_C5
7797,LA NOPALERA,TLÁHUAC,19.30222,-99.05421,1,Postes_C5
7798,LAS ARBOLEDAS,TLÁHUAC,19.31222,-99.05103,1,Postes_C5
7799,LAS ARBOLEDAS,TLÁHUAC,19.30732,-99.05020,1,Postes_C5
7800,SANTA ANA SUR,TLÁHUAC,19.29228,-99.03927,1,Postes_C5
7801,SANTIAGO CENTRO,TLÁHUAC,19.30098,-99.02788,1,Postes_C5
7802,LOS REYES,TLÁHUAC,19.26682,-99.00638,1,Postes_C5
7803,SELENE 2545,TLÁHUAC,19.28461,-99.00380,1,Postes_C5
7804,FRANCISCO VILLA,TLÁHUAC,19.24816,-98.99873,1,Postes_C5
7805,SAN MIGUEL,TLÁHUAC,19.26866,-99.00088,1,Postes_C5
7806,SAN JOSE,TLÁHUAC,19.28000,-98.99595,1,Postes_C5
7807,LA MAGDALENA,TLÁHUAC,19.26863,-99.00400,1,Postes_C5
7808,MIGUEL HIDALGO 2331,TLÁHUAC,19.29046,-99.05083,1,Postes_C5
7809,MIGUEL HIDALGO 2331,TLÁHUAC,19.28847,-99.04880,1,Postes_C5
7810,LA CONCHITA ZAPOTITLAN 2240,TLÁHUAC,19.28951,-99.03642,1,Postes_C5
7811,LA HABANA,TLÁHUAC,19.26455,-98.99400,1,Postes_C5
7812,LA CONCHITA ZAPOTITLAN 2240,TLÁHUAC,19.28494,-99.03643,1,Postes_C5
7813,JAIME TORRES BODET,TLÁHUAC,19.22877,-98.99413,1,Postes_C5
7814,LA CONCHITA ZAPOTITLAN 2241,TLÁHUAC,19.28940,-99.03263,1,Postes_C5
7815,LOMAS DE SANTA FE 2282,ÁLVARO OBREGÓN,19.37462,-99.25046,1,Postes_C5
7816,LOMAS DE SANTA FE 2282,ÁLVARO OBREGÓN,19.36554,-99.25921,1,Postes_C5
7817,DEL PARQUE 2166,VENUSTIANO CARRANZA,19.43202,-99.11775,1,Postes_C5
7818,CENTRO,CUAUHTÉMOC,19.43674,-99.13910,1,Postes_C5
7819,CENTRO,CUAUHTÉMOC,19.43573,-99.13911,1,Postes_C5
7820,POLANCO IV SECCION,MIGUEL HIDALGO,19.43145,-99.18982,1,Postes_C5
7821,CIUDAD UNIVERSITARIA,COYOACÁN,19.33316,-99.18953,1,Postes_C5
7822,CIUDAD UNIVERSITARIA,COYOACÁN,19.33732,-99.19035,1,Postes_C5
7823,FUENTES BROTANTES 2198,TLALPAN,19.29195,-99.17635,1,Postes_C5
7824,VILLA OLIMPICA,TLALPAN,19.29573,-99.18641,1,Postes_C5
7825,GENERAL PEDRO MARIA ANAYA,BENITO JUÁREZ,19.36214,-99.16285,1,Postes_C5
7826,JUAREZ,CUAUHTÉMOC,19.42593,-99.15373,1,Postes_C5
7827,CUAUHTEMOC,CUAUHTÉMOC,19.43051,-99.16104,1,Postes_C5
7828,ANZURES,MIGUEL HIDALGO,19.42695,-99.17841,1,Postes_C5
7830,CUAUHTEMOC,CUAUHTÉMOC,19.42660,-99.16912,1,Postes_C5
7831,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41173,-99.19525,1,Postes_C5
7832,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41336,-99.20055,1,Postes_C5
7833,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41325,-99.19596,1,Postes_C5
7836,POLANCO IV SECCION,MIGUEL HIDALGO,19.43444,-99.19628,1,Postes_C5
7837,BOSQUE DE CHAPULTEPEC I,MIGUEL HIDALGO,19.41761,-99.18721,1,Postes_C5
7838,ANZURES,MIGUEL HIDALGO,19.43133,-99.18095,1,Postes_C5
7839,BOSQUE DE CHAPULTEPEC I,MIGUEL HIDALGO,19.42122,-99.18916,1,Postes_C5
7840,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42069,-99.20781,1,Postes_C5
7841,POLANCO IV SECCION,MIGUEL HIDALGO,19.43851,-99.20852,1,Postes_C5
7842,POLANCO IV SECCION,MIGUEL HIDALGO,19.43673,-99.20936,1,Postes_C5
7843,LOMAS DE SANTA FE 2282,ÁLVARO OBREGÓN,19.36878,-99.26251,1,Postes_C5
7844,CIUDAD UNIVERSITARIA,COYOACÁN,19.33559,-99.19710,1,Postes_C5
7845,SAN ANGEL,ÁLVARO OBREGÓN,19.34876,-99.18830,1,Postes_C5
7847,CUAUHTEMOC,CUAUHTÉMOC,19.42791,-99.16656,1,Postes_C5
7848,CUAUHTEMOC,CUAUHTÉMOC,19.42978,-99.16591,1,Postes_C5
7849,CUAUHTEMOC,CUAUHTÉMOC,19.42599,-99.17044,1,Postes_C5
7850,CUAUHTEMOC,CUAUHTÉMOC,19.43012,-99.16847,1,Postes_C5
7851,JUAREZ,CUAUHTÉMOC,19.42768,-99.16171,1,Postes_C5
7852,CUAUHTEMOC,CUAUHTÉMOC,19.42480,-99.17311,1,Postes_C5
7856,HIPODROMO,CUAUHTÉMOC,19.40697,-99.17343,1,Postes_C5
7857,HIPODROMO CONDESA,CUAUHTÉMOC,19.41027,-99.18273,1,Postes_C5
7858,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42100,-99.22439,1,Postes_C5
7859,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.40736,-99.22853,1,Postes_C5
7860,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41984,-99.22739,1,Postes_C5
7861,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.40749,-99.22417,1,Postes_C5
7862,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.40930,-99.22963,1,Postes_C5
7863,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41748,-99.21282,1,Postes_C5
7864,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42470,-99.22062,1,Postes_C5
7865,BOSQUE DE LAS LOMAS,MIGUEL HIDALGO,19.40839,-99.23057,1,Postes_C5
7866,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.42260,-99.19869,1,Postes_C5
7867,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41734,-99.22816,1,Postes_C5
7868,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41625,-99.22980,1,Postes_C5
7869,LOMAS DE BEZARES,MIGUEL HIDALGO,19.39686,-99.23737,1,Postes_C5
7870,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42991,-99.21124,1,Postes_C5
7871,LOMAS VIRREYES,MIGUEL HIDALGO,19.41960,-99.20755,1,Postes_C5
7872,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42243,-99.21420,1,Postes_C5
7873,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41214,-99.22705,1,Postes_C5
7874,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41178,-99.22079,1,Postes_C5
7875,ANAHUAC,MIGUEL HIDALGO,19.43643,-99.17969,1,Postes_C5
7876,BOSQUE DE LAS LOMAS,MIGUEL HIDALGO,19.39563,-99.25363,1,Postes_C5
7877,POLANCO IV SECCION,MIGUEL HIDALGO,19.43322,-99.18643,1,Postes_C5
7878,BOSQUE DE CHAPULTEPEC I,MIGUEL HIDALGO,19.42130,-99.18073,1,Postes_C5
7879,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,19.40989,-99.18469,1,Postes_C5
7880,BOSQUE DE CHAPULTEPEC I,MIGUEL HIDALGO,19.42574,-99.19398,1,Postes_C5
7881,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41187,-99.22991,1,Postes_C5
7882,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42702,-99.21239,1,Postes_C5
7883,TACUBAYA,MIGUEL HIDALGO,19.40138,-99.18815,1,Postes_C5
7884,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41082,-99.21909,1,Postes_C5
7885,LOMAS VIRREYES,MIGUEL HIDALGO,19.42177,-99.20548,1,Postes_C5
7886,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,19.41753,-99.19012,1,Postes_C5
7887,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41601,-99.21381,1,Postes_C5
7888,BOSQUE DE CHAPULTEPEC I,MIGUEL HIDALGO,19.42437,-99.19956,1,Postes_C5
7889,POLANCO IV SECCION,MIGUEL HIDALGO,19.43054,-99.19648,1,Postes_C5
7890,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.40664,-99.22278,1,Postes_C5
7891,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41763,-99.19536,1,Postes_C5
7892,POLANCO IV SECCION,MIGUEL HIDALGO,19.42678,-99.19557,1,Postes_C5
7893,POLANCO IV SECCION,MIGUEL HIDALGO,19.43531,-99.20704,1,Postes_C5
7894,LOMAS VIRREYES,MIGUEL HIDALGO,19.41630,-99.20981,1,Postes_C5
7895,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42728,-99.21932,1,Postes_C5
7896,BOSQUE DE CHAPULTEPEC I SECCION,MIGUEL HIDALGO,19.42990,-99.18274,1,Postes_C5
7898,POLANCO IV SECCION,MIGUEL HIDALGO,19.42861,-99.18551,1,Postes_C5
7899,GRANADA 2210,MIGUEL HIDALGO,19.43869,-99.20543,1,Postes_C5
7900,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41800,-99.19765,1,Postes_C5
7901,POLANCO IV SECCION,MIGUEL HIDALGO,19.43345,-99.20330,1,Postes_C5
7902,POLANCO IV SECCION,MIGUEL HIDALGO,19.43542,-99.18731,1,Postes_C5
7903,TACUBA,MIGUEL HIDALGO,19.45883,-99.18957,1,Postes_C5
7904,POLANCO IV SECCION,MIGUEL HIDALGO,19.42875,-99.18793,1,Postes_C5
7905,POLANCO IV SECCION,MIGUEL HIDALGO,19.43466,-99.19488,1,Postes_C5
7908,POLANCO IV SECCION,MIGUEL HIDALGO,19.42907,-99.19708,1,Postes_C5
7909,POLANCO IV SECCION,MIGUEL HIDALGO,19.43351,-99.19247,1,Postes_C5
7911,POLANCO IV SECCION,MIGUEL HIDALGO,19.43679,-99.19647,1,Postes_C5
7912,POLANCO IV SECCION,MIGUEL HIDALGO,19.42715,-99.19740,1,Postes_C5
7913,GRANADA 2210,MIGUEL HIDALGO,19.44064,-99.20062,1,Postes_C5
7914,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41336,-99.20345,1,Postes_C5
7915,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42487,-99.21300,1,Postes_C5
7916,POLANCO IV SECCION,MIGUEL HIDALGO,19.43858,-99.20998,1,Postes_C5
7917,POLANCO IV SECCION,MIGUEL HIDALGO,19.43338,-99.19658,1,Postes_C5
7918,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.40609,-99.22644,1,Postes_C5
7919,VERONICA ANZURES,MIGUEL HIDALGO,19.43482,-99.17651,1,Postes_C5
7920,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42644,-99.20349,1,Postes_C5
7921,LOMAS DE REFORMA,MIGUEL HIDALGO,19.40055,-99.23336,1,Postes_C5
7922,TACUBAYA,MIGUEL HIDALGO,19.40325,-99.18843,1,Postes_C5
7923,POLANCO IV SECCION,MIGUEL HIDALGO,19.42988,-99.18819,1,Postes_C5
7924,POLANCO IV SECCION,MIGUEL HIDALGO,19.43749,-99.18616,1,Postes_C5
7925,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41068,-99.22425,1,Postes_C5
7926,ANZURES,MIGUEL HIDALGO,19.43146,-99.18022,1,Postes_C5
7927,POLANCO IV SECCION,MIGUEL HIDALGO,19.43374,-99.20475,1,Postes_C5
7928,POLANCO IV SECCION,MIGUEL HIDALGO,19.42857,-99.19157,1,Postes_C5
7929,BOSQUE DE CHAPULTEPEC I,MIGUEL HIDALGO,19.42596,-99.19556,1,Postes_C5
7930,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41575,-99.22481,1,Postes_C5
7931,POLANCO IV SECCION,MIGUEL HIDALGO,19.43537,-99.18796,1,Postes_C5
7932,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41035,-99.20229,1,Postes_C5
7933,ESCANDON,MIGUEL HIDALGO,19.39918,-99.17313,1,Postes_C5
7934,FLORIDA,ÁLVARO OBREGÓN,19.35899,-99.18342,1,Postes_C5
7935,TLALPAN CENTRO,TLALPAN,19.28165,-99.17282,1,Postes_C5
7936,DEL CARMEN,COYOACÁN,19.35469,-99.16764,1,Postes_C5
7937,TABACALERA,CUAUHTÉMOC,19.43598,-99.15256,1,Postes_C5
7938,GUADALUPE INN,ÁLVARO OBREGÓN,19.35728,-99.18971,1,Postes_C5
7939,GUADALUPE INN,ÁLVARO OBREGÓN,19.36169,-99.18526,1,Postes_C5
7940,JUAREZ,CUAUHTÉMOC,19.42354,-99.17413,1,Postes_C5
7941,JUAREZ,CUAUHTÉMOC,19.42273,-99.17370,1,Postes_C5
7942,JUAREZ,CUAUHTÉMOC,19.42416,-99.17280,1,Postes_C5
7943,CONDESA,CUAUHTÉMOC,19.41265,-99.18020,1,Postes_C5
7944,VERONICA ANZURES,MIGUEL HIDALGO,19.43635,-99.17488,1,Postes_C5
7945,ACUEDUCTO 2070,ÁLVARO OBREGÓN,19.39927,-99.20117,1,Postes_C5
7946,GUADALUPE INN,ÁLVARO OBREGÓN,19.35401,-99.18875,1,Postes_C5
7947,DEL PARQUE 2166,VENUSTIANO CARRANZA,19.42728,-99.11578,1,Postes_C5
7948,ANAHUAC,MIGUEL HIDALGO,19.43905,-99.17388,1,Postes_C5
7949,ANAHUAC,MIGUEL HIDALGO,19.44050,-99.17578,1,Postes_C5
7950,VERONICA ANZURES,MIGUEL HIDALGO,19.43788,-99.17485,1,Postes_C5
7951,ANAHUAC,MIGUEL HIDALGO,19.43931,-99.17722,1,Postes_C5
7952,JARDINES EN LA MONTAÑA 2231,TLALPAN,19.30331,-99.20677,1,Postes_C5
7953,VILLA CHARRA,TLALPAN,19.30254,-99.19787,1,Postes_C5
7954,CONDESA,CUAUHTÉMOC,19.41341,-99.18066,1,Postes_C5
7955,CUAUHTEMOC,CUAUHTÉMOC,19.43019,-99.16175,1,Postes_C5
7956,CUAUHTEMOC,CUAUHTÉMOC,19.42992,-99.16231,1,Postes_C5
7957,TACUBAYA,MIGUEL HIDALGO,19.39760,-99.18604,1,Postes_C5
7958,GRANADA 2210,MIGUEL HIDALGO,19.43976,-99.18368,1,Postes_C5
7959,AHUEHUETES ANAHUAC,MIGUEL HIDALGO,19.44908,-99.18927,1,Postes_C5
7960,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,19.41272,-99.18982,1,Postes_C5
7961,SANTA CRUZ ATOYAC,BENITO JUÁREZ,19.37099,-99.16124,1,Postes_C5
7962,NARVARTE PONIENTE,BENITO JUÁREZ,19.38284,-99.15809,1,Postes_C5
7963,LETRAN VALLE,BENITO JUÁREZ,19.37913,-99.15859,1,Postes_C5
7964,NARVARTE ORIENTE,BENITO JUÁREZ,19.39547,-99.14836,1,Postes_C5
7965,ALAMOS,BENITO JUÁREZ,19.39489,-99.14594,1,Postes_C5
7966,NARVARTE ORIENTE,BENITO JUÁREZ,19.39242,-99.14659,1,Postes_C5
7967,NARVARTE ORIENTE,BENITO JUÁREZ,19.39421,-99.14926,1,Postes_C5
7968,NAPOLES 2349,BENITO JUÁREZ,19.39274,-99.17359,1,Postes_C5
7969,PORTALES NORTE,BENITO JUÁREZ,19.36716,-99.14545,1,Postes_C5
7971,NONOALCO TLATELOLCO,CUAUHTÉMOC,19.45128,-99.13602,1,Postes_C5
7973,NAPOLES 2348,BENITO JUÁREZ,19.38630,-99.17501,1,Postes_C5
7974,DEL VALLE CENTRO,BENITO JUÁREZ,19.38638,-99.17342,1,Postes_C5
7976,CENTRO,CUAUHTÉMOC,19.43082,-99.15144,1,Postes_C5
7977,JUAREZ,CUAUHTÉMOC,19.43157,-99.15300,1,Postes_C5
7978,CENTRO,CUAUHTÉMOC,19.43586,-99.14498,1,Postes_C5
7979,FLORIDA,ÁLVARO OBREGÓN,19.35228,-99.18577,1,Postes_C5
7980,GUERRERO,CUAUHTÉMOC,19.43951,-99.14472,1,Postes_C5
7981,CENTRO,CUAUHTÉMOC,19.42472,-99.14237,1,Postes_C5
7982,TACUBAYA,MIGUEL HIDALGO,19.40641,-99.18493,1,Postes_C5
7983,VERONICA ANZURES,MIGUEL HIDALGO,19.43819,-99.17803,1,Postes_C5
7984,GRANJAS MEXICO,IZTACALCO,19.40088,-99.09201,1,Postes_C5
7985,ALDAMA,XOCHIMILCO,19.27724,-99.12810,1,Postes_C5
7986,TLACOQUEMECATL,BENITO JUÁREZ,19.37312,-99.17552,1,Postes_C5
7987,GUADALUPE INN,ÁLVARO OBREGÓN,19.36027,-99.18353,1,Postes_C5
7988,LORETO,ÁLVARO OBREGÓN,19.33873,-99.19227,1,Postes_C5
7989,PRESIDENTES EJIDALES,COYOACÁN,19.32545,-99.12458,1,Postes_C5
7990,EL PARQUE DE COYOACAN 2180,COYOACÁN,19.30927,-99.13110,1,Postes_C5
7991,ALIANZA POPULAR REVOLUCIONARIA,COYOACÁN,19.32169,-99.12490,1,Postes_C5
7992,ALIANZA POPULAR REVOLUCIONARIA,COYOACÁN,19.32104,-99.12482,1,Postes_C5
7993,ALIANZA POPULAR REVOLUCIONARIA,COYOACÁN,19.32256,-99.12613,1,Postes_C5
7994,EL PARQUE DE COYOACAN 2180,COYOACÁN,19.30878,-99.13337,1,Postes_C5
7995,JARDINES EN LA MONTAÑA 2230,TLALPAN,19.30377,-99.19982,1,Postes_C5
7996,JARDINES EN LA MONTAÑA 2230,TLALPAN,19.30460,-99.20226,1,Postes_C5
7997,JARDINES EN LA MONTAÑA 2230,TLALPAN,19.30394,-99.20576,1,Postes_C5
7998,NONOALCO TLATELOLCO,CUAUHTÉMOC,19.44997,-99.13808,1,Postes_C5
7999,NONOALCO TLATELOLCO,CUAUHTÉMOC,19.44923,-99.13651,1,Postes_C5
8000,JUAREZ,CUAUHTÉMOC,19.42256,-99.17564,1,Postes_C5
8001,JUAREZ,CUAUHTÉMOC,19.42139,-99.17416,1,Postes_C5
8002,CUAUHTEMOC,CUAUHTÉMOC,19.42430,-99.17437,1,Postes_C5
8003,LOMAS DE SANTA FE 2282,ÁLVARO OBREGÓN,19.37849,-99.25375,1,Postes_C5
8004,LOMAS DE SANTA FE 2282,ÁLVARO OBREGÓN,19.37452,-99.26059,1,Postes_C5
8005,LOS GIRASOLES 2302,COYOACÁN,19.30909,-99.12433,1,Postes_C5
8006,LAS CAMPANAS,COYOACÁN,19.31113,-99.12381,1,Postes_C5
8007,ALIANZA POPULAR REVOLUCIONARIA,COYOACÁN,19.31171,-99.12116,1,Postes_C5
8008,EL ROSEDAL,COYOACÁN,19.34307,-99.15553,1,Postes_C5
8009,EL ROSEDAL,COYOACÁN,19.34246,-99.15458,1,Postes_C5
8011,LOMAS VIRREYES,MIGUEL HIDALGO,19.42089,-99.19985,1,Postes_C5
8012,JARDINES EN LA MONTAÑA 2230,TLALPAN,19.30490,-99.20585,1,Postes_C5
8013,FUENTES DEL PEDREGAL 2204,TLALPAN,19.30602,-99.20847,1,Postes_C5
8014,TACUBA,MIGUEL HIDALGO,19.45777,-99.18931,1,Postes_C5
8015,POPOTLA,MIGUEL HIDALGO,19.45633,-99.18038,1,Postes_C5
8016,ANAHUAC,MIGUEL HIDALGO,19.44187,-99.17674,1,Postes_C5
8017,ESCANDON,MIGUEL HIDALGO,19.40342,-99.17135,1,Postes_C5
8018,SANTA CRUZ ATOYAC,BENITO JUÁREZ,19.36691,-99.15859,1,Postes_C5
8019,LETRAN VALLE,BENITO JUÁREZ,19.37572,-99.15606,1,Postes_C5
8020,EL ROSARIO 2183,AZCAPOTZALCO,19.50687,-99.20001,1,Postes_C5
8021,HIPODROMO,CUAUHTÉMOC,19.40907,-99.17355,1,Postes_C5
8022,HIPODROMO,CUAUHTÉMOC,19.40376,-99.16938,1,Postes_C5
8023,ROMA SUR,CUAUHTÉMOC,19.39992,-99.17020,1,Postes_C5
8024,HIPODROMO,CUAUHTÉMOC,19.41135,-99.17238,1,Postes_C5
8025,HIPODROMO,CUAUHTÉMOC,19.40643,-99.17972,1,Postes_C5
8028,HIPODROMO,CUAUHTÉMOC,19.41020,-99.17300,1,Postes_C5
8029,ADOLFO LOPEZ MATEOS 2074,VENUSTIANO CARRANZA,19.41796,-99.07390,1,Postes_C5
8030,EX HACIENDA DE GUADALUPE CHIMALISTAC,ÁLVARO OBREGÓN,19.34717,-99.18083,1,Postes_C5
8031,HIPODROMO,CUAUHTÉMOC,19.40596,-99.17842,1,Postes_C5
