ID,Colonia,Alcaldía,Latitud,Longitud,Puntos_de_acceso,Programa
1,CENTRO,CUAUHTÉMOC,19.43528,-99.14715,1,Postes_C5
2,CENTRO,CUAUHTÉMOC,19.43510,-99.14582,1,Postes_C5
3,CENTRO,CUAUHTÉMOC,19.43457,-99.14386,1,Postes_C5
4,CENTRO,CUAUHTÉMOC,19.43437,-99.14270,1,Postes_C5
5,CENTRO,CUAUHTÉMOC,19.43424,-99.14188,1,Postes_C5
6,CENTRO,CUAUHTÉMOC,19.43373,-99.14675,1,Postes_C5
7,CENTRO,CUAUHTÉMOC,19.43309,-99.14270,1,Postes_C5
9,CENTRO,CUAUHTÉMOC,19.43231,-99.12703,1,Postes_C5
10,CENTRO,CUAUHTÉMOC,19.43437,-99.12763,1,Postes_C5
11,CENTRO,CUAUHTÉMOC,19.42792,-99.12947,1,Postes_C5
12,PORVENIR,AZCAPOTZALCO,19.46954,-99.14477,1,Postes_C5
13,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,19.54888,-99.15937,1,Postes_C5
14,COCOYOTES 2137,GUSTAVO A. MADERO,19.54850,-99.13398,1,Postes_C5
15,AHUEHUETES,GUSTAVO A. MADERO,19.54500,-99.13116,1,Postes_C5
16,C.T.M. EL RISCO,GUSTAVO A. MADERO,19.50954,-99.09616,1,Postes_C5
17,LOMA LA PALMA,GUSTAVO A. MADERO,19.55092,-99.14203,1,Postes_C5
19,OBRERO POPULAR,AZCAPOTZALCO,19.46808,-99.17610,1,Postes_C5
21,DEL CARMEN,COYOACÁN,19.35526,-99.16115,1,Postes_C5
22,MEXICALTZINGO 2326,IZTAPALAPA,19.35989,-99.12202,1,Postes_C5
23,DEL VALLE NORTE,BENITO JUÁREZ,19.39642,-99.16165,1,Postes_C5
25,FUENTES BROTANTES 2198,TLALPAN,19.28940,-99.17782,1,Postes_C5
26,TLALPAN CENTRO,TLALPAN,19.28393,-99.17548,1,Postes_C5
27,SANTA BARBARA,IZTAPALAPA,19.35617,-99.10579,1,Postes_C5
28,LOMAS DE SAN LORENZO,IZTAPALAPA,19.32519,-99.06514,1,Postes_C5
30,NUEVA VALLEJO,GUSTAVO A. MADERO,19.48503,-99.14901,1,Postes_C5
31,INSTITUTO POLITECNICO NACIONAL,GUSTAVO A. MADERO,19.49687,-99.14177,1,Postes_C5
32,MAXIMINO AVILA CAMACHO,GUSTAVO A. MADERO,19.48092,-99.13742,1,Postes_C5
34,TLACAMACA,GUSTAVO A. MADERO,19.47618,-99.13764,1,Postes_C5
36,LOMA LA PALMA,GUSTAVO A. MADERO,19.55285,-99.14154,1,Postes_C5
37,LOMA LA PALMA,GUSTAVO A. MADERO,19.54908,-99.14539,1,Postes_C5
38,CUAUTEPEC DE MADERO,GUSTAVO A. MADERO,19.54882,-99.14096,1,Postes_C5
39,LINDAVISTA,GUSTAVO A. MADERO,19.49194,-99.13841,1,Postes_C5
40,LOMA LA PALMA,GUSTAVO A. MADERO,19.55124,-99.14942,1,Postes_C5
41,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,19.55492,-99.14755,1,Postes_C5
42,SAN JUAN DE ARAGON VII SECCION,GUSTAVO A. MADERO,19.47669,-99.07595,1,Postes_C5
43,SANTA MARTHA,MILPA ALTA,19.19260,-99.02783,1,Postes_C5
44,XOCHITEPEC,MILPA ALTA,19.21495,-98.99144,1,Postes_C5
45,SAN ANDRES,TLÁHUAC,19.26619,-99.00067,1,Postes_C5
46,ROMERO RUBIO,VENUSTIANO CARRANZA,19.44416,-99.09844,1,Postes_C5
47,CENTRO,CUAUHTÉMOC,19.43278,-99.14669,1,Postes_C5
48,CENTRO,CUAUHTÉMOC,19.43256,-99.14514,1,Postes_C5
49,DEL VALLE SUR,BENITO JUÁREZ,19.37684,-99.16193,1,Postes_C5
50,AMERICAS UNIDAS,BENITO JUÁREZ,19.38153,-99.14359,1,Postes_C5
51,ANZURES,MIGUEL HIDALGO,19.42958,-99.17755,1,Postes_C5
52,PORTALES NORTE,BENITO JUÁREZ,19.36835,-99.14443,1,Postes_C5
53,NUEVA ATZACOALCO,GUSTAVO A. MADERO,19.50472,-99.08655,1,Postes_C5
54,SALVADOR DIAZ MIRON,GUSTAVO A. MADERO,19.48759,-99.09969,1,Postes_C5
55,SALVADOR DIAZ MIRON,GUSTAVO A. MADERO,19.48735,-99.10223,1,Postes_C5
56,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,19.47148,-99.12220,1,Postes_C5
57,ARAGON LA VILLA,GUSTAVO A. MADERO,19.47794,-99.10997,1,Postes_C5
58,SALVADOR DIAZ MIRON,GUSTAVO A. MADERO,19.48832,-99.09761,1,Postes_C5
59,LORETO,ÁLVARO OBREGÓN,19.33837,-99.19454,1,Postes_C5
60,VILLA VERDUN,ÁLVARO OBREGÓN,19.33949,-99.26401,1,Postes_C5
61,GUADALUPE INN,ÁLVARO OBREGÓN,19.35598,-99.18485,1,Postes_C5
62,JARDINES DEL PEDREGAL,ÁLVARO OBREGÓN,19.33107,-99.21025,1,Postes_C5
63,JARDINES DEL PEDREGAL,ÁLVARO OBREGÓN,19.32625,-99.19868,1,Postes_C5
64,FLORIDA,ÁLVARO OBREGÓN,19.35744,-99.18410,1,Postes_C5
65,JARDINES DEL PEDREGAL,ÁLVARO OBREGÓN,19.31480,-99.20239,1,Postes_C5
66,CENTRO,CUAUHTÉMOC,19.43214,-99.14213,1,Postes_C5
67,CENTRO,CUAUHTÉMOC,19.43195,-99.14632,1,Postes_C5
68,CENTRO,CUAUHTÉMOC,19.43052,-99.14365,1,Postes_C5
69,TACUBAYA,MIGUEL HIDALGO,19.40719,-99.18445,1,Postes_C5
70,SAN MIGUEL CHAPULTEPEC,MIGUEL HIDALGO,19.41564,-99.18382,1,Postes_C5
71,SAN DIEGO CHURUBUSCO,COYOACÁN,19.35463,-99.14944,1,Postes_C5
72,XALTOCAN,XOCHIMILCO,19.25130,-99.09936,1,Postes_C5
73,ARAGON LA VILLA,GUSTAVO A. MADERO,19.48150,-99.11655,1,Postes_C5
74,GUADALUPE INSURGENTES,GUSTAVO A. MADERO,19.47315,-99.13244,1,Postes_C5
75,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,19.46987,-99.11820,1,Postes_C5
76,GUADALUPE INSURGENTES,GUSTAVO A. MADERO,19.47468,-99.13087,1,Postes_C5
77,VALLEJO,GUSTAVO A. MADERO,19.46932,-99.12948,1,Postes_C5
78,NUEVA INDUSTRIAL VALLEJO,GUSTAVO A. MADERO,19.50430,-99.15100,1,Postes_C5
79,SAN JUAN DE ARAGON I SECCION 2438,GUSTAVO A. MADERO,19.45798,-99.09187,1,Postes_C5
80,SAN JUAN DE ARAGON VII SECCION,GUSTAVO A. MADERO,19.47322,-99.07055,1,Postes_C5
81,SAN FELIPE DE JESUS,GUSTAVO A. MADERO,19.49481,-99.07416,1,Postes_C5
82,SAN JUAN DE ARAGON VII SECCION,GUSTAVO A. MADERO,19.47581,-99.07887,1,Postes_C5
83,PROVIDENCIA 2394,GUSTAVO A. MADERO,19.47688,-99.07235,1,Postes_C5
84,LA PATERA VALLEJO 2260,GUSTAVO A. MADERO,19.50387,-99.15592,1,Postes_C5
85,LOMA LA PALMA,GUSTAVO A. MADERO,19.54268,-99.14715,1,Postes_C5
86,PERALVILLO,CUAUHTÉMOC,19.46093,-99.12653,1,Postes_C5
87,GENERAL IGNACIO ZARAGOZA,VENUSTIANO CARRANZA,19.41144,-99.08841,1,Postes_C5
88,AMPLIACION CASAS ALEMAN,GUSTAVO A. MADERO,19.47355,-99.07908,1,Postes_C5
89,VILLA GUSTAVO A MADERO,GUSTAVO A. MADERO,19.48350,-99.11219,1,Postes_C5
90,SANTA ISABEL TOLA,GUSTAVO A. MADERO,19.49558,-99.11510,1,Postes_C5
91,SANTA ROSA 2525,GUSTAVO A. MADERO,19.52392,-99.16983,1,Postes_C5
92,LA PRADERA II,GUSTAVO A. MADERO,19.47133,-99.06340,1,Postes_C5
93,CENTRO,CUAUHTÉMOC,19.43118,-99.14800,1,Postes_C5
94,CENTRO,CUAUHTÉMOC,19.43092,-99.14540,1,Postes_C5
95,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.42789,-99.20779,1,Postes_C5
96,PRADOS DE COYOACAN,COYOACÁN,19.31867,-99.13108,1,Postes_C5
97,FRANCISCO VILLA,ÁLVARO OBREGÓN,19.38555,-99.20379,1,Postes_C5
98,ALFONSO XIII,ÁLVARO OBREGÓN,19.37597,-99.19576,1,Postes_C5
100,LA CONCHITA,ÁLVARO OBREGÓN,19.39073,-99.20705,1,Postes_C5
101,TOLTECA,ÁLVARO OBREGÓN,19.38989,-99.20024,1,Postes_C5
102,MOLINO DE SANTO DOMINGO 2342,ÁLVARO OBREGÓN,19.39533,-99.20946,1,Postes_C5
103,TOLTECA,ÁLVARO OBREGÓN,19.38717,-99.19936,1,Postes_C5
104,ACUEDUCTO 2071,ÁLVARO OBREGÓN,19.39761,-99.20994,1,Postes_C5
105,LA JOYA,ÁLVARO OBREGÓN,19.38574,-99.20900,1,Postes_C5
106,LOMAS DE BECERRA 2269,ÁLVARO OBREGÓN,19.38405,-99.21561,1,Postes_C5
107,ARVIDE,ÁLVARO OBREGÓN,19.38175,-99.20211,1,Postes_C5
108,PALMAS,ÁLVARO OBREGÓN,19.37473,-99.21350,1,Postes_C5
109,EL BOSQUE,ÁLVARO OBREGÓN,19.39337,-99.19686,1,Postes_C5
110,REACOMODO PINO SUAREZ,ÁLVARO OBREGÓN,19.39568,-99.20492,1,Postes_C5
112,LOMAS DE PLATEROS,ÁLVARO OBREGÓN,19.36974,-99.19208,1,Postes_C5
113,MERCED GOMEZ,ÁLVARO OBREGÓN,19.36754,-99.19275,1,Postes_C5
114,LOMAS DE SANTA FE 2282,ÁLVARO OBREGÓN,19.36181,-99.26198,1,Postes_C5
115,LA MEXICANA 2253,ÁLVARO OBREGÓN,19.37965,-99.23155,1,Postes_C5
116,LOMAS DE TARANGO 2288,ÁLVARO OBREGÓN,19.36240,-99.21677,1,Postes_C5
117,OLIVAR DE LOS PADRES,ÁLVARO OBREGÓN,19.34081,-99.20950,1,Postes_C5
118,LOMAS DE CHAMONTOYA,ÁLVARO OBREGÓN,19.31828,-99.26656,1,Postes_C5
119,CHALMA DE GUADALUPE,GUSTAVO A. MADERO,19.55078,-99.15482,1,Postes_C5
120,PANTACO 2362,AZCAPOTZALCO,19.49596,-99.17094,1,Postes_C5
121,SANTA BARBARA,AZCAPOTZALCO,19.49540,-99.17615,1,Postes_C5
122,PETROLERA 2382,AZCAPOTZALCO,19.48546,-99.20152,1,Postes_C5
123,PROVIDENCIA,AZCAPOTZALCO,19.49555,-99.21424,1,Postes_C5
124,SANTIAGO AHUIZOTLA,AZCAPOTZALCO,19.48024,-99.21019,1,Postes_C5
125,PROVIDENCIA,AZCAPOTZALCO,19.48846,-99.21259,1,Postes_C5
126,TLATILCO 2572,AZCAPOTZALCO,19.45988,-99.16494,1,Postes_C5
127,NUEVA SANTA MARIA,AZCAPOTZALCO,19.46465,-99.16502,1,Postes_C5
128,SAN PEDRO DE LOS PINOS,BENITO JUÁREZ,19.38539,-99.18976,1,Postes_C5
129,SECTOR NAVAL,AZCAPOTZALCO,19.47092,-99.17579,1,Postes_C5
130,SAN DIEGO CHURUBUSCO,COYOACÁN,19.35633,-99.14435,1,Postes_C5
131,SAN SIMON TOLNAHUAC,CUAUHTÉMOC,19.45882,-99.14686,1,Postes_C5
132,NONOALCO TLATELOLCO,CUAUHTÉMOC,19.45072,-99.13367,1,Postes_C5
133,PERALVILLO,CUAUHTÉMOC,19.45967,-99.12944,1,Postes_C5
134,GUERRERO,CUAUHTÉMOC,19.43984,-99.14773,1,Postes_C5
135,SANTA MARIA LA RIBERA,CUAUHTÉMOC,19.44868,-99.15639,1,Postes_C5
136,CENTRO,CUAUHTÉMOC,19.43660,-99.14374,1,Postes_C5
137,ROMA SUR,CUAUHTÉMOC,19.40802,-99.16005,1,Postes_C5
138,CENTRO,CUAUHTÉMOC,19.43034,-99.14239,1,Postes_C5
139,VISTA ALEGRE,CUAUHTÉMOC,19.41037,-99.13322,1,Postes_C5
140,AMPLIACION ASTURIAS,CUAUHTÉMOC,19.40565,-99.12896,1,Postes_C5
141,JUAN GONZALEZ ROMERO,GUSTAVO A. MADERO,19.50645,-99.09041,1,Postes_C5
142,SANTA ISABEL TOLA,GUSTAVO A. MADERO,19.50139,-99.11238,1,Postes_C5
143,CONSTITUCION DE LA REPUBLICA,GUSTAVO A. MADERO,19.48225,-99.09982,1,Postes_C5
144,SANTIAGO ATZACOALCO,GUSTAVO A. MADERO,19.49968,-99.09392,1,Postes_C5
145,SANTA ISABEL TOLA,GUSTAVO A. MADERO,19.49184,-99.11816,1,Postes_C5
146,SANTA ISABEL TOLA,GUSTAVO A. MADERO,19.49902,-99.11651,1,Postes_C5
147,TEPEYAC INSURGENTES,GUSTAVO A. MADERO,19.48235,-99.12318,1,Postes_C5
148,UNIDAD INDEPENDENCIA I.M.S.S. 2578,LA MAGDALENA CONTRERAS,19.33311,-99.21376,1,Postes_C5
149,LA CRUZ,IZTACALCO,19.40409,-99.11947,1,Postes_C5
150,CAMPAMENTO 2 DE OCTUBRE 2118,IZTACALCO,19.38532,-99.11332,1,Postes_C5
152,AGRICOLA ORIENTAL,IZTACALCO,19.39841,-99.05973,1,Postes_C5
153,SAN ANDRES TETEPILCO,IZTAPALAPA,19.37187,-99.12750,1,Postes_C5
155,EL SIFON 2186,IZTAPALAPA,19.37171,-99.12255,1,Postes_C5
156,UNIDAD MODELO,IZTAPALAPA,19.36354,-99.12373,1,Postes_C5
157,ESCUADRON 201,IZTAPALAPA,19.36494,-99.11242,1,Postes_C5
158,ESCUADRON 201,IZTAPALAPA,19.36706,-99.11283,1,Postes_C5
159,REAL DEL MORAL,IZTAPALAPA,19.39146,-99.08195,1,Postes_C5
160,SAN JUANICO NEXTIPAC,IZTAPALAPA,19.37347,-99.11692,1,Postes_C5
161,ESCUADRON 201,IZTAPALAPA,19.35889,-99.11524,1,Postes_C5
162,LEYES DE REFORMA 3RA SECCION,IZTAPALAPA,19.38296,-99.07598,1,Postes_C5
163,SAN JOSE ACULCO,IZTAPALAPA,19.37796,-99.09912,1,Postes_C5
164,ESCUADRON 201,IZTAPALAPA,19.36306,-99.11240,1,Postes_C5
165,SAN JUANICO NEXTIPAC,IZTAPALAPA,19.37369,-99.11370,1,Postes_C5
166,GRANJAS DE SAN ANTONIO,IZTAPALAPA,19.36444,-99.10689,1,Postes_C5
167,ACULCO,IZTAPALAPA,19.37530,-99.10455,1,Postes_C5
168,SAN JOSE ACULCO,IZTAPALAPA,19.37395,-99.10049,1,Postes_C5
169,SANTA CRUZ MEYEHUALCO 2497,IZTAPALAPA,19.34796,-99.04458,1,Postes_C5
170,RENOVACION,IZTAPALAPA,19.36274,-99.04414,1,Postes_C5
171,EL TORO,LA MAGDALENA CONTRERAS,19.31365,-99.24830,1,Postes_C5
172,BARROS SIERRA,LA MAGDALENA CONTRERAS,19.31755,-99.24752,1,Postes_C5
173,LOMAS QUEBRADAS,LA MAGDALENA CONTRERAS,19.31461,-99.24243,1,Postes_C5
174,EL TANQUE,LA MAGDALENA CONTRERAS,19.32507,-99.24725,1,Postes_C5
175,LOMAS DE SAN BERNABE 2280,LA MAGDALENA CONTRERAS,19.30679,-99.26578,1,Postes_C5
176,TIERRA UNIDA,LA MAGDALENA CONTRERAS,19.30448,-99.26941,1,Postes_C5
177,CUAUHTEMOC,LA MAGDALENA CONTRERAS,19.32048,-99.24124,1,Postes_C5
178,SAN BERNABE OCOTEPEC,LA MAGDALENA CONTRERAS,19.32079,-99.25806,1,Postes_C5
179,LOMAS DE SAN BERNABE 2279,LA MAGDALENA CONTRERAS,19.30936,-99.26340,1,Postes_C5
180,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,19.32956,-99.21260,1,Postes_C5
181,UNIDAD INDEPENDENCIA I.M.S.S. 2579,LA MAGDALENA CONTRERAS,19.32948,-99.21736,1,Postes_C5
182,BOSQUE DE LAS LOMAS,MIGUEL HIDALGO,19.40827,-99.23810,1,Postes_C5
183,BOSQUE DE CHAPULTEPEC II,MIGUEL HIDALGO,19.41196,-99.19808,1,Postes_C5
184,BOSQUE DE CHAPULTEPEC I,MIGUEL HIDALGO,19.42431,-99.18184,1,Postes_C5
185,OBSERVATORIO,MIGUEL HIDALGO,19.40399,-99.18951,1,Postes_C5
186,ESCANDON,MIGUEL HIDALGO,19.40369,-99.17667,1,Postes_C5
187,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,19.41324,-99.21652,1,Postes_C5
188,TACUBAYA,MIGUEL HIDALGO,19.40142,-99.18495,1,Postes_C5
189,OBSERVATORIO,MIGUEL HIDALGO,19.40768,-99.18975,1,Postes_C5
190,BOSQUE DE CHAPULTEPEC III,MIGUEL HIDALGO,19.39859,-99.21892,1,Postes_C5
191,COSMOPOLITA 2149,AZCAPOTZALCO,19.47270,-99.16046,1,Postes_C5
192,SELENE 2546,TLÁHUAC,19.29468,-99.00215,1,Postes_C5
193,LA TURBA,TLÁHUAC,19.29264,-99.05955,1,Postes_C5
194,LOS OLIVOS 2308,TLÁHUAC,19.29536,-99.05985,1,Postes_C5
195,MIGUEL HIDALGO 2331,TLÁHUAC,19.28874,-99.04666,1,Postes_C5
196,SAN MARCOS 2450,XOCHIMILCO,19.29751,-99.09474,1,Postes_C5
197,SAN MARCOS 2450,XOCHIMILCO,19.28701,-99.10303,1,Postes_C5
198,SAN LORENZO LA CEBADA,XOCHIMILCO,19.28294,-99.11726,1,Postes_C5
199,SAN MARCOS 2450,XOCHIMILCO,19.29032,-99.10207,1,Postes_C5
200,LAS CRUCES,XOCHIMILCO,19.24226,-99.07143,1,Postes_C5
201,SAN LORENZO LA CEBADA,XOCHIMILCO,19.27381,-99.11991,1,Postes_C5
202,CHIMILLI,TLALPAN,19.26809,-99.22011,1,Postes_C5
203,SAN MIGUEL XICALCO,TLALPAN,19.24578,-99.17083,1,Postes_C5
204,TLALPAN CENTRO,TLALPAN,19.28888,-99.16646,1,Postes_C5
205,SAN ANDRES TOTOLTEPEC 2411,TLALPAN,19.24932,-99.17345,1,Postes_C5
206,TLALPAN CENTRO,TLALPAN,19.28865,-99.17426,1,Postes_C5
207,TLALPAN CENTRO,TLALPAN,19.29091,-99.17299,1,Postes_C5
208,PEÑA POBRE,TLALPAN,19.29421,-99.17854,1,Postes_C5
209,NIÑO JESUS,TLALPAN,19.28635,-99.16233,1,Postes_C5
210,ISIDRO FABELA 2222,TLALPAN,19.29847,-99.16969,1,Postes_C5
211,FUENTES DEL PEDREGAL 2203,TLALPAN,19.30180,-99.23027,1,Postes_C5
212,SAN LORENZO HUIPULCO,TLALPAN,19.29191,-99.15006,1,Postes_C5
213,VILLA COAPA 2589,TLALPAN,19.29150,-99.12591,1,Postes_C5
214,SAN PEDRO MARTIR 2487,TLALPAN,19.26734,-99.17579,1,Postes_C5
215,SAN ANDRES TOTOLTEPEC 2411,TLALPAN,19.25010,-99.16690,1,Postes_C5
216,FUENTES DE TEPEPAN,TLALPAN,19.26920,-99.14776,1,Postes_C5
217,SAN PEDRO MARTIR 2487,TLALPAN,19.26762,-99.16978,1,Postes_C5
218,DEL PARQUE 2166,VENUSTIANO CARRANZA,19.42561,-99.11975,1,Postes_C5
219,VALLE GOMEZ,VENUSTIANO CARRANZA,19.45387,-99.11508,1,Postes_C5
220,MICHOACANA 2328,VENUSTIANO CARRANZA,19.44576,-99.11369,1,Postes_C5
221,MEXICO,VENUSTIANO CARRANZA,19.43807,-99.05559,1,Postes_C5
222,SAN MATEO XALPA 2459,XOCHIMILCO,19.23211,-99.11930,1,Postes_C5
223,SANTA MARIA TEPEPAN,XOCHIMILCO,19.27493,-99.13556,1,Postes_C5
225,SANTA CRUZ DE LAS SALINAS,AZCAPOTZALCO,19.48543,-99.15066,1,Postes_C5
227,LA CONCHITA,ÁLVARO OBREGÓN,19.39190,-99.20739,1,Postes_C5
229,COVE,ÁLVARO OBREGÓN,19.40170,-99.19916,1,Postes_C5
230,SANTA FE 2499,ÁLVARO OBREGÓN,19.38868,-99.20788,1,Postes_C5
231,BELLAVISTA,ÁLVARO OBREGÓN,19.39530,-99.19303,1,Postes_C5
232,MOLINO DE SANTO DOMINGO 2342,ÁLVARO OBREGÓN,19.39491,-99.20871,1,Postes_C5
233,FRANCISCO VILLA,ÁLVARO OBREGÓN,19.38195,-99.20440,1,Postes_C5
234,OLIVAR DEL CONDE 1RA SECCION 2354,ÁLVARO OBREGÓN,19.37550,-99.20299,1,Postes_C5
235,BELLAVISTA,ÁLVARO OBREGÓN,19.39751,-99.19403,1,Postes_C5
236,CALZADA JALALPA,ÁLVARO OBREGÓN,19.38157,-99.22272,1,Postes_C5
237,EL PARAISO,ÁLVARO OBREGÓN,19.39219,-99.21267,1,Postes_C5
238,ARVIDE,ÁLVARO OBREGÓN,19.38102,-99.20344,1,Postes_C5
239,OLIVAR DEL CONDE 1RA SECCION 2353,ÁLVARO OBREGÓN,19.37153,-99.21861,1,Postes_C5
240,PRECONCRETO,ÁLVARO OBREGÓN,19.37172,-99.21243,1,Postes_C5
241,MOLINO DE SANTO DOMINGO 2343,ÁLVARO OBREGÓN,19.39448,-99.20360,1,Postes_C5
242,MARIA G DE GARCIA RUIZ,ÁLVARO OBREGÓN,19.38755,-99.21144,1,Postes_C5
243,BELEM DE LAS FLORES 2101,ÁLVARO OBREGÓN,19.39399,-99.21837,1,Postes_C5
244,EL PARAISO,ÁLVARO OBREGÓN,19.38872,-99.21257,1,Postes_C5
246,BARRIO NORTE,ÁLVARO OBREGÓN,19.37882,-99.20938,1,Postes_C5
247,MOLINO DE ROSAS 2340,ÁLVARO OBREGÓN,19.37254,-99.19447,1,Postes_C5
248,OLIVAR DEL CONDE 1RA SECCION 2353,ÁLVARO OBREGÓN,19.37052,-99.21586,1,Postes_C5
250,COLINA DEL SUR 2140,ÁLVARO OBREGÓN,19.36963,-99.21876,1,Postes_C5
251,LOMAS DE PLATEROS,ÁLVARO OBREGÓN,19.36949,-99.19730,1,Postes_C5
253,LOMAS DE PLATEROS,ÁLVARO OBREGÓN,19.36675,-99.20383,1,Postes_C5
254,OLIVAR DEL CONDE 1RA SECCION 2352,ÁLVARO OBREGÓN,19.37110,-99.21980,1,Postes_C5
255,ALFONSO XIII,ÁLVARO OBREGÓN,19.37498,-99.19856,1,Postes_C5
256,LOMAS DE PLATEROS,ÁLVARO OBREGÓN,19.36861,-99.20895,1,Postes_C5
258,CORPUS CHRISTY 2146,ÁLVARO OBREGÓN,19.36165,-99.24567,1,Postes_C5
259,COLINA DEL SUR 2140,ÁLVARO OBREGÓN,19.37028,-99.22332,1,Postes_C5
261,SAN ANGEL,ÁLVARO OBREGÓN,19.34372,-99.19052,1,Postes_C5
262,GOLONDRINAS 1RA SECCION,ÁLVARO OBREGÓN,19.38036,-99.21011,1,Postes_C5
263,SANTA LUCIA 2501,ÁLVARO OBREGÓN,19.35865,-99.25390,1,Postes_C5
264,TEPEACA 2561,ÁLVARO OBREGÓN,19.35970,-99.23705,1,Postes_C5
266,CORPUS CHRISTY 2146,ÁLVARO OBREGÓN,19.36129,-99.25089,1,Postes_C5
267,SANTA FE 2500,ÁLVARO OBREGÓN,19.38215,-99.23918,1,Postes_C5
268,PILOTO (ADOLFO LOPEZ MATEOS),ÁLVARO OBREGÓN,19.36799,-99.23287,1,Postes_C5
269,JALALPA TEPITO,ÁLVARO OBREGÓN,19.37569,-99.23388,1,Postes_C5
270,LA MEXICANA 2252,ÁLVARO OBREGÓN,19.38418,-99.22876,1,Postes_C5
271,PRESIDENTES 2DA AMPL,ÁLVARO OBREGÓN,19.37270,-99.22965,1,Postes_C5
272,PRESIDENTES,ÁLVARO OBREGÓN,19.37773,-99.22223,1,Postes_C5
273,JALALPA EL GRANDE,ÁLVARO OBREGÓN,19.37098,-99.24043,1,Postes_C5
274,OLIVAR DEL CONDE 1RA SECCION 2354,ÁLVARO OBREGÓN,19.37293,-99.20620,1,Postes_C5
275,LOMAS DE TETELPAN,ÁLVARO OBREGÓN,19.34413,-99.21277,1,Postes_C5
276,COLINA DEL SUR 2140,ÁLVARO OBREGÓN,19.36505,-99.22487,1,Postes_C5
277,LOMAS DE LAS AGUILAS,ÁLVARO OBREGÓN,19.34743,-99.23296,1,Postes_C5
278,ALPES,ÁLVARO OBREGÓN,19.35885,-99.21054,1,Postes_C5
279,TECALCAPA,ÁLVARO OBREGÓN,19.34321,-99.22681,1,Postes_C5
280,LA MARTINICA,ÁLVARO OBREGÓN,19.36199,-99.22459,1,Postes_C5
281,AGUILAS 3ER PARQUE,ÁLVARO OBREGÓN,19.35458,-99.21661,1,Postes_C5
282,TORRES DE POTRERO,ÁLVARO OBREGÓN,19.33248,-99.24901,1,Postes_C5
283,SAN BARTOLO AMEYALCO 2415,ÁLVARO OBREGÓN,19.32862,-99.28170,1,Postes_C5
284,LOMAS DE LOS CEDROS,ÁLVARO OBREGÓN,19.32457,-99.25946,1,Postes_C5
285,LOMAS DE SAN ANGEL INN,ÁLVARO OBREGÓN,19.34170,-99.20742,1,Postes_C5
286,SAN JOSE DEL OLIVAR,ÁLVARO OBREGÓN,19.33758,-99.22625,1,Postes_C5
287,SAN MATEO TLALTENANGO 2453,CUAJIMALPA DE MORELOS,19.33623,-99.27981,1,Postes_C5
288,AXOTLA 2097,ÁLVARO OBREGÓN,19.35671,-99.17438,1,Postes_C5
289,GUADALUPE INN,ÁLVARO OBREGÓN,19.35966,-99.18655,1,Postes_C5
290,TLACOPAC,ÁLVARO OBREGÓN,19.35475,-99.19354,1,Postes_C5
291,LORETO,ÁLVARO OBREGÓN,19.34022,-99.19452,1,Postes_C5
292,JARDINES DEL PEDREGAL,ÁLVARO OBREGÓN,19.32450,-99.20288,1,Postes_C5
293,SAN ANGEL,ÁLVARO OBREGÓN,19.34648,-99.18973,1,Postes_C5
294,OLIVAR DE LOS PADRES,ÁLVARO OBREGÓN,19.33818,-99.24513,1,Postes_C5
296,SAN ANGEL,ÁLVARO OBREGÓN,19.34269,-99.19163,1,Postes_C5
297,SAN ANGEL,ÁLVARO OBREGÓN,19.34494,-99.19338,1,Postes_C5
298,PROGRESO TIZAPAN 2393,ÁLVARO OBREGÓN,19.34119,-99.19967,1,Postes_C5
299,COLTONGO,AZCAPOTZALCO,19.48183,-99.15324,1,Postes_C5
300,FRANCISCO VILLA,AZCAPOTZALCO,19.49773,-99.20452,1,Postes_C5
301,SAN ANDRES DE LAS SALINAS,AZCAPOTZALCO,19.48946,-99.15521,1,Postes_C5
302,SAN MARTIN XOCHINAHUAC 2452,AZCAPOTZALCO,19.49803,-99.19155,1,Postes_C5
303,EL ROSARIO 2183,AZCAPOTZALCO,19.51005,-99.20183,1,Postes_C5
304,EL ROSARIO 2183,AZCAPOTZALCO,19.50664,-99.20792,1,Postes_C5
305,INDUSTRIAL VALLEJO,AZCAPOTZALCO,19.48749,-99.16098,1,Postes_C5
306,PRESIDENTE MADERO,AZCAPOTZALCO,19.49727,-99.20323,1,Postes_C5
307,EL ROSARIO 2183,AZCAPOTZALCO,19.50987,-99.20353,1,Postes_C5
308,PRESIDENTE MADERO,AZCAPOTZALCO,19.49340,-99.20069,1,Postes_C5
309,INDUSTRIAL VALLEJO,AZCAPOTZALCO,19.48463,-99.16171,1,Postes_C5
310,EL ROSARIO 2183,AZCAPOTZALCO,19.51329,-99.20045,1,Postes_C5
311,EL ROSARIO 2183,AZCAPOTZALCO,19.50887,-99.20625,1,Postes_C5
312,SAN ANDRES 2408,AZCAPOTZALCO,19.49381,-99.18535,1,Postes_C5
